config,dataset,M,img_dim,sigma,target,initial_overlap,cleaned_overlap,exact,recon_corr_initial,recon_corr_cleaned
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,2,0.7733333333333333,1.0,1,0.25063091959953754,0.9999999999960859
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,45,0.7533333333333333,1.0,1,0.9759349993900097,0.9999999999999212
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,61,0.7266666666666667,1.0,1,0.8980507946353303,0.9999999999997604
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,180,0.7266666666666667,1.0,1,0.9361649833021193,0.999999999999896
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,123,0.66,1.0,1,0.8461379716176279,0.9999999999990672
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,169,0.6733333333333333,1.0,1,0.9283714646211968,0.9999999999996103
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,187,0.7666666666666667,1.0,1,0.7848317122669813,0.9999999999989995
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,61,0.7466666666666667,1.0,1,0.958845152942648,0.9999999999997604
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,4,0.78,1.0,1,0.960119570539033,0.9999999999997888
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,173,0.7866666666666666,1.0,1,0.6952679789197361,0.99999999999802
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,182,0.7466666666666667,1.0,1,0.9357885276979863,0.9999999999996737
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,122,0.7466666666666667,1.0,1,0.9699372089815134,0.9999999999997854
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,32,0.7133333333333334,1.0,1,0.9553797968404348,0.9999999999998794
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,41,0.8333333333333334,1.0,1,0.8287559330267195,0.9999999999987161
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,199,0.7133333333333334,1.0,1,0.7021947235729117,0.9999999999979042
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,182,0.6266666666666667,1.0,1,0.9074042964121043,0.9999999999996737
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,57,0.78,1.0,1,0.9535104241200036,0.9999999999996046
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,137,0.7066666666666667,1.0,1,0.9632158259413973,0.9999999999999303
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,14,0.7266666666666667,1.0,1,0.9459587694617779,0.999999999999815
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,94,0.6066666666666667,1.0,1,0.8889784033226957,0.9999999999996182
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,152,0.6,1.0,1,0.9199815259121712,0.9999999999997636
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,91,0.52,1.0,1,0.8901154867703908,0.9999999999995406
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,89,0.6066666666666667,1.0,1,0.7330431554059922,0.999999999999775
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,25,0.38666666666666666,1.0,1,0.6214903479208317,0.9999999999997673
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,160,0.5266666666666666,1.0,1,0.7245435685576681,0.9999999999996445
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,183,0.4866666666666667,1.0,1,0.8068385323959744,0.9999999999998234
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,25,0.56,1.0,1,0.7806226441552607,0.9999999999997673
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,156,0.49333333333333335,1.0,1,0.49106754012014825,0.9999999999996064
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,148,0.6,1.0,1,0.7871270696243106,0.9999999999992497
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,45,0.5266666666666666,1.0,1,0.8345793695324231,0.9999999999999212
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,44,0.5,1.0,1,0.7851517091959119,0.9999999999995164
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,54,0.62,1.0,1,0.7480930775117647,0.999999999999614
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,63,0.49333333333333335,1.0,1,0.8627938185648835,0.9999999999988392
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,167,0.46,1.0,1,0.6820182316797366,0.9999999999993706
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,146,0.47333333333333333,1.0,1,0.7601692734492583,0.9999999999996183
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,68,0.5066666666666667,1.0,1,0.9107034313099777,0.999999999999851
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,149,0.5333333333333333,1.0,1,0.8990179414194831,0.9999999999998888
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,90,0.58,1.0,1,0.7879347972230942,0.9999999999997519
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,165,0.6733333333333333,1.0,1,0.7963946299393132,0.9999999999998136
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,170,0.7,1.0,1,0.8647983777261624,0.999999999999861
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,44,0.44666666666666666,1.0,1,0.6988322910488177,0.9999999999995164
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,176,0.58,1.0,1,0.8389220338730683,0.9999999999996988
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,197,0.68,1.0,1,0.8279964839697905,0.9999999999996404
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,133,0.6733333333333333,1.0,1,0.9372505164488667,0.9999999999998435
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,128,0.4,1.0,1,0.6339596240957783,0.9999999999998193
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,44,0.5866666666666667,1.0,1,0.790141619576118,0.9999999999995164
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,156,0.7466666666666667,1.0,1,0.8828681985140795,0.9999999999996064
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,79,0.4533333333333333,1.0,1,0.8683289345756374,0.9999999999998518
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,34,0.5133333333333333,1.0,1,0.8996225250352159,0.9999999999996378
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,87,0.5266666666666666,1.0,1,0.8554588569063183,0.9999999999998282
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,127,0.6133333333333333,1.0,1,0.8535612789048725,0.9999999999998036
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,31,0.5266666666666666,1.0,1,0.8092174591437314,0.9999999999998094
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,14,0.66,1.0,1,0.847217115246522,0.999999999999815
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,168,0.6266666666666667,1.0,1,0.9117554516251714,0.9999999999995222
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,133,0.6266666666666667,1.0,1,0.9311397362385332,0.9999999999998435
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,25,0.6,1.0,1,0.8554402154165011,0.9999999999997673
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,194,0.64,1.0,1,0.906002192716139,0.9999999999997421
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,1,0.6066666666666667,1.0,1,0.8691560311004303,0.999999999999809
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,129,0.5066666666666667,1.0,1,0.8619556377579658,0.999999999999821
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,64,0.5333333333333333,1.0,1,0.5633461717197926,0.9999999999988893
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.3,57,0.5733333333333334,1.0,1,0.8413349819793395,0.9999999999996046
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,89,0.49333333333333335,1.0,1,0.8200709416133541,0.999999999999775
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,130,0.4533333333333333,1.0,1,0.8873489501526222,0.9999999999998029
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,137,0.52,1.0,1,0.8678678396030517,0.9999999999999303
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,81,0.42,1.0,1,0.6936433609754586,0.9999999999997633
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,8,0.36,0.25333333333333335,0,0.3865827340958736,0.22779896207016248
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,24,0.46,1.0,1,0.7480201854951656,0.9999999999997201
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,76,0.5733333333333334,1.0,1,0.9177861683454568,0.9999999999998056
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,87,0.4866666666666667,1.0,1,0.8737987021432672,0.9999999999998282
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,37,0.3933333333333333,1.0,1,0.6826446956660339,0.9999999999985651
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,1,0.5066666666666667,1.0,1,0.8101987657810131,0.999999999999809
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,83,0.3933333333333333,1.0,1,0.8084568491051138,0.9999999999998118
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,5,0.47333333333333333,1.0,1,0.831816026732395,0.9999999999994769
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,88,0.41333333333333333,1.0,1,0.7097915813022918,0.9999999999994451
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,129,0.47333333333333333,1.0,1,0.8518368681863325,0.999999999999821
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,102,0.46,1.0,1,0.5277811833073737,0.9999999999995176
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,15,0.4066666666666667,0.2733333333333333,0,0.8094817150180356,0.38554326532378047
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,96,0.48,1.0,1,0.9462604092334055,0.9999999999998882
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,177,0.5666666666666667,1.0,1,0.7999170102870492,0.999999999999855
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,114,0.4866666666666667,1.0,1,0.8083454589189265,0.9999999999993874
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,104,0.38,0.18,0,0.8255720117958336,0.38289688227040014
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,192,0.43333333333333335,1.0,1,0.821356573406099,0.9999999999997757
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,52,0.42,1.0,1,0.7457048894175808,0.9999999999990931
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,156,0.4533333333333333,1.0,1,0.4607740745646841,0.9999999999996064
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,121,0.5,1.0,1,0.782233380498227,0.9999999999991454
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,199,0.42,1.0,1,0.34691405428123623,0.9999999999979042
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,93,0.38666666666666666,1.0,1,0.7689448228625638,0.99999999999985
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,174,0.44666666666666666,1.0,1,0.8054959951806935,0.9999999999996795
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,3,0.38666666666666666,1.0,1,0.9285445737448988,0.999999999999844
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,177,0.49333333333333335,1.0,1,0.8343537202978539,0.999999999999855
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,166,0.41333333333333333,1.0,1,0.7218186105121258,0.999999999999745
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,68,0.46,1.0,1,0.9043397105806513,0.999999999999851
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,183,0.41333333333333333,1.0,1,0.8765738615952948,0.9999999999998234
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,93,0.34,0.20666666666666667,0,0.825369590576792,0.5611145360113398
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,16,0.38,1.0,1,0.624306456674219,0.9999999999997231
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,7,0.5,1.0,1,0.7736865641387617,0.9999999999998568
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,100,0.41333333333333333,0.2,0,0.6958487049769846,0.5002400716535735
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,78,0.4,1.0,1,0.8785661502637906,0.9999999999996617
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,26,0.44,1.0,1,0.7962229493414321,0.9999999999997498
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,186,0.47333333333333333,1.0,1,0.8017887119610982,0.9999999999998409
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.4,147,0.48,1.0,1,0.8792804405412624,0.9999999999996754
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,102,0.38666666666666666,1.0,1,0.5505927385076884,0.9999999999995176
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,157,0.26,0.21333333333333335,0,0.5732230345886274,0.33304652763989095
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,57,0.3,0.26,0,0.5711822205524425,0.11198459476713442
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,128,0.41333333333333333,0.20666666666666667,0,0.48896144238830713,0.02553919440410317
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,160,0.3,0.28,0,0.7226330519379799,0.256215883386012
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,167,0.4266666666666667,1.0,1,0.5158236458240402,0.9999999999993706
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,175,0.4266666666666667,1.0,1,0.726883465045452,0.9999999999994581
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,194,0.37333333333333335,1.0,1,0.8082352865050645,0.9999999999997421
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,156,0.20666666666666667,0.20666666666666667,0,0.6006314425532315,0.02906883995801694
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,62,0.38,0.21333333333333335,0,0.7279810422344685,0.009326616153539483
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,91,0.4,0.21333333333333335,0,0.8493074150428874,0.2172835158936148
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,139,0.38,0.23333333333333334,0,0.8006947284948683,0.2157297336200315
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,130,0.34,0.20666666666666667,0,0.7452219966858478,0.12538292079364005
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,165,0.28,0.18,0,0.6673273443205282,0.1430584891980436
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,4,0.4266666666666667,1.0,1,0.8481003854462829,0.9999999999997888
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,107,0.44,1.0,1,0.8759875391224948,0.9999999999998359
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,77,0.44666666666666666,1.0,1,0.7734047058654431,0.999999999999683
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,139,0.28,0.21333333333333335,0,0.8724468447468163,0.5203079198474364
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,183,0.36666666666666664,1.0,1,0.1958392238030954,0.9999999999998234
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,163,0.3466666666666667,1.0,1,0.33928366237316554,0.9999999999991157
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,135,0.30666666666666664,0.21333333333333335,0,0.5054340959814909,0.25590756280650556
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,34,0.43333333333333335,1.0,1,0.8240183646747504,0.9999999999996378
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,50,0.48,1.0,1,0.680102526398856,0.9999999999998259
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,23,0.4266666666666667,1.0,1,0.858966285489302,0.9999999999998564
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,64,0.26666666666666666,0.18666666666666668,0,0.4400059903948765,0.45451029583786895
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,149,0.42,0.23333333333333334,0,0.9129534397934677,0.5683005793493326
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,97,0.26,0.22666666666666666,0,0.7714025730683982,0.7451198474416216
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,19,0.5266666666666666,1.0,1,0.8017003429031674,0.9999999999997734
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,43,0.4,1.0,1,0.5690931865888486,0.9999999999990241
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,9,0.34,0.2733333333333333,0,0.6651292001546069,0.6928896113524786
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,142,0.47333333333333333,1.0,1,0.8193350696615985,0.9999999999991149
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,103,0.48,1.0,1,0.8805375270795832,0.9999999999995788
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,56,0.34,0.22666666666666666,0,0.745041881735225,0.5149026082321158
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,6,0.35333333333333333,0.17333333333333334,0,0.7883402690289338,0.5043169607794591
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,22,0.3933333333333333,1.0,1,0.5541623199383459,0.9999999999985866
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,12,0.4533333333333333,1.0,1,0.8059008521122479,0.9999999999999077
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,93,0.32,0.18666666666666668,0,0.6843696317744843,0.15227035245361525
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.5,144,0.32666666666666666,0.20666666666666667,0,0.6266256175397599,0.13115457461312785
